# diffReps version: 1.55.4
## Parameter Settings ##
# Treatment files: output/filtered/DKO_CTCF_rep1.04_rm.bam.bed	output/filtered/DKO_CTCF_rep2.04_rm.bam.bed
# Control files: output/filtered/HCT116_CTCF_rep1.04_rm.bam.bed	output/filtered/HCT116_CTCF_rep2.04_rm.bam.bed	output/filtered/HCT116_CTCF_rep3.04_rm.bam.bed
# Treatment background: None Specified
# Control background: None Specified
# Output file: output/diffreps/report_win200_p0.0001.txt
# Statistical Test: Negative Binomial
# Use robust estimation: yes
# Number of deviation cutoff: 2
# Alpha in right-trimmed mean: 0.05
# P-value cutoff: 0.0001
# Window size: 200
# Step size: 20
# Gap size: 0
# Fragment size: 115
# Number of processors used: 20
# Full command used: /cm/shared/apps/perl5/bin/diffReps.pl --control output/filtered/HCT116_CTCF_rep1.04_rm.bam.bed output/filtered/HCT116_CTCF_rep2.04_rm.bam.bed output/filtered/HCT116_CTCF_rep3.04_rm.bam.bed --treatment output/filtered/DKO_CTCF_rep1.04_rm.bam.bed output/filtered/DKO_CTCF_rep2.04_rm.bam.bed --report output/diffreps/report_win200_p0.0001.txt --gname hg19 --meth nb --frag 115 --nproc 20 --window 200 --pval 0.0001 --noanno --nohs
# Split BED files done in 51 seconds.
# Estimate mean and deviation for read counts done in 232 seconds
## Important values estimated from data ##
# Read count statistics based on bin size: 200
# Treatment count mean: 0.43	0.34
# Control count mean: 0.55	0.61	0.39
# Treatment count deviation: 0.64	0.51
# Control count deviation: 0.82	0.90	0.57
# Treatment normalization constant: 0.85	0.73
# Control normalization constant: 1.10	1.70	0.92
## FDR control information ##
# Genome coverage for windows that passed cutoff: 179675820
# N used in BH adjustment: 898379
# Detecting differential sites done in 368 seconds
Chrom	Start	End	Length	Treatment.cnt	Control.cnt	Treatment.avg	Control.avg	Treatment.enr	Control.enr	Event	log2FC	pval	padj	winSta	winEnd	winFC	winP	winQ
chr4	107796581	107796800	220	25.84;19.27	8.19;9.98;7.63	22.56	8.60	NA	NA	Up	1.39	8.86068424004176e-05	0.00686051249408298	107796601	107796800	1.39	8.86068424004176e-05	0.006440854961473
chr4	107955061	107955840	780	46.98;33.04	3.64;3.52;5.45	40.01	4.20	NA	NA	Up	3.25	2.65501512899215e-07	5.95409345124524e-05	107955541	107955740	3.21	2.68726742482445e-09	2.83803612550697e-06
chr4	107958261	107958720	460	29.36;35.79	4.55;6.46;1.09	32.58	4.03	NA	NA	Up	3.01	2.56332405335812e-09	5.31346665978693e-06	107958381	107958580	2.98	2.0195270539633e-09	2.83803612550697e-06
chr4	108302041	108302420	380	25.84;28.91	9.10;4.69;14.17	27.37	9.32	NA	NA	Up	1.55	9.522846050047e-06	0.00124311608712513	108302161	108302360	1.92	4.02177079099887e-06	0.000529233106993815
chr4	108500181	108500560	380	11.75;23.40	3.64;2.35;4.36	17.57	3.45	NA	NA	Up	2.35	3.1501740885122e-07	6.87572946419703e-05	108500361	108500560	3.90	6.59996384962845e-07	0.000108933840221667
chr4	108575941	108576140	200	15.27;8.26	1.82;2.35;3.27	11.76	2.48	NA	NA	Up	2.25	3.75067793665227e-05	0.00370889410462491	108575941	108576140	2.25	3.75067793665227e-05	0.00333023353829979
chr4	108681741	108682000	260	32.89;28.91	7.28;16.43;3.27	30.90	8.99	NA	NA	Up	1.78	0.000116902400909728	0.00878924278407232	108681761	108681960	1.88	1.86152499160695e-05	0.00183674350404707
chr4	108949981	108950300	320	8.22;13.77	0.91;1.17;2.18	10.99	1.42	NA	NA	Up	2.95	2.7565592433022e-06	0.000436068838957314	108950061	108950260	3.19	6.826936743644e-06	0.000810088047129593
chr4	109093621	109094000	380	14.09;6.88	0.00;0.00;2.18	10.49	0.73	NA	NA	Up	3.85	8.07665106957211e-08	2.35046767451607e-05	109093681	109093880	3.57	1.01296608472656e-06	0.000159738012678701
chr4	109336501	109336860	360	14.09;11.01	0.00;1.17;3.27	12.55	1.48	NA	NA	Up	3.08	1.04399235876428e-07	2.81990622752343e-05	109336641	109336840	3.17	4.94653267476855e-07	8.45001155699923e-05
chr4	109510121	109510360	240	8.22;4.13	0.00;0.59;0.00	6.18	0.20	NA	NA	Up	4.98	5.11503849740793e-05	0.00467518890046071	109510141	109510340	inf	6.51865583096766e-06	0.000775761492484951
chr4	109532561	109532780	220	9.40;11.01	2.73;0.59;3.27	10.20	2.20	NA	NA	Up	2.22	1.86015645566859e-05	0.00209061596900599	109532561	109532760	2.12	7.68451206513796e-05	0.00578562333093399
chr4	109670441	109670640	200	0.00;0.00	9.10;10.56;6.54	0.00	8.74	NA	NA	Down	-inf	1.51405227306943e-05	0.00179468632672891	109670441	109670640	-inf	1.51405227306943e-05	0.00156758415008395
chr4	109683701	109684040	340	8.22;9.64	1.82;0.59;0.00	8.93	0.80	NA	NA	Up	3.48	8.63443699493967e-06	0.00114409849341086	109683801	109684000	3.76	3.22588013307669e-06	0.000435905736277706
chr4	111542061	111542380	320	7.05;11.01	0.91;1.76;1.09	9.03	1.25	NA	NA	Up	2.85	3.1187284498294e-05	0.0032116003507901	111542141	111542340	3.47	4.48698313722429e-06	0.000574677018229831
chr4	111558641	111559040	400	11.75;19.27	1.82;0.59;1.09	15.51	1.17	NA	NA	Up	3.73	7.02925149487418e-08	2.11890320928545e-05	111558681	111558880	4.54	1.8855660171765e-08	5.44504311457732e-06
chr4	113435881	113436320	440	31.71;26.15	4.55;3.52;4.36	28.93	4.14	NA	NA	Up	2.80	3.97877172869637e-09	5.31346665978693e-06	113435961	113436160	3.27	3.34696993326224e-09	2.83803612550697e-06
chr4	113441541	113441740	200	3.52;9.64	0.91;0.59;1.09	6.58	0.86	NA	NA	Up	2.93	8.74501727884381e-05	0.00678479390546027	113441541	113441740	2.93	8.74501727884381e-05	0.00636192394359902
chr4	113444141	113444560	420	17.62;23.40	1.82;2.35;0.00	20.51	1.39	NA	NA	Up	3.88	1.3361395698367e-08	6.9703894201269e-06	113444181	113444380	3.79	5.9550331075767e-09	2.84350364205568e-06
chr4	114280141	114280340	200	22.32;9.64	1.82;5.28;7.63	15.98	4.91	NA	NA	Up	1.70	8.31398644287284e-05	0.00660323632746257	114280141	114280340	1.70	8.31398644287284e-05	0.00617401522221992
chr4	114332661	114332880	220	3.52;12.39	0.00;0.59;2.18	7.96	0.92	NA	NA	Up	3.11	1.74825245772489e-05	0.00200714798047083	114332661	114332860	3.11	1.74825245772489e-05	0.0017528943021411
chr4	114682881	114683100	220	37.59;50.93	20.03;19.95;23.98	44.26	21.32	NA	NA	Up	1.05	2.17679770105816e-05	0.00241043922331927	114682901	114683100	1.08	1.6723236967038e-05	0.00168541674929444
chr4	114823061	114823500	440	38.76;27.53	4.55;2.93;3.27	33.15	3.59	NA	NA	Up	3.21	1.16647115033586e-07	3.07672691006335e-05	114823281	114823480	4.38	3.64159363338637e-09	2.83803612550697e-06
chr4	115963661	115964020	360	50.51;38.54	20.03;17.02;7.63	44.52	14.89	NA	NA	Up	1.58	3.20910082487289e-06	0.000498549800282607	115963701	115963900	1.77	3.98878782877279e-08	9.80422221839965e-06
chr4	116120221	116120580	360	8.22;12.39	0.00;1.17;1.09	10.31	0.75	NA	NA	Up	3.77	3.48800173524511e-07	7.53618929992247e-05	116120241	116120440	4.20	2.48786252681151e-07	4.68955822277464e-05
chr4	116599421	116599780	360	12.92;12.39	0.00;1.17;4.36	12.65	1.84	NA	NA	Up	2.78	1.81647099082994e-07	4.33549254057069e-05	116599501	116599700	4.43	1.90618698327479e-08	5.4869540398828e-06
chr4	116712001	116712380	380	17.62;22.03	4.55;5.87;2.18	19.82	4.20	NA	NA	Up	2.24	4.88988546857436e-07	9.99083560921621e-05	116712021	116712220	2.63	1.07957026019384e-06	0.000169526874809068
chr4	117282481	117282680	200	7.05;5.51	0.91;1.17;0.00	6.28	0.69	NA	NA	Up	3.18	8.44686224478636e-05	0.00660323632746257	117282481	117282680	3.18	8.44686224478636e-05	0.00617401522221992
chr4	117521061	117521400	340	39.93;46.80	18.21;19.95;7.63	43.37	15.26	NA	NA	Up	1.51	2.37736539977009e-05	0.00257539509282534	117521101	117521300	1.64	2.55239085452116e-06	0.000360536846461299
chr4	117951141	117951360	220	5.87;6.88	0.00;1.17;1.09	6.38	0.75	NA	NA	Up	3.08	8.44705897519071e-05	0.00660323632746257	117951161	117951360	4.13	3.63352582882695e-05	0.00326395690488524
chr4	118006441	118006760	320	7.05;8.26	0.91;0.00;0.00	7.65	0.30	NA	NA	Up	4.66	4.01372216440712e-06	0.000605108861275031	118006541	118006740	inf	1.3543164646514e-06	0.00020428593053306
chr4	118752561	118752860	300	7.05;12.39	0.91;0.59;2.18	9.72	1.23	NA	NA	Up	2.99	4.31673367618314e-06	0.000644303519401186	118752581	118752780	3.65	3.22977255439494e-06	0.000435905736277706
chr4	119757301	119757540	240	11.75;5.51	0.91;2.35;0.00	8.63	1.09	NA	NA	Up	2.99	5.71578916972838e-05	0.00501361546427593	119757321	119757520	4.46	1.3436852669723e-06	0.00020428593053306
chr4	120548361	120548660	300	83.39;77.09	15.47;22.30;59.95	80.24	32.57	NA	NA	Up	1.30	3.85125198136482e-05	0.00379414837566241	120548381	120548580	1.37	3.06279042080188e-05	0.00283080925457775
chr4	121207981	121208420	440	49.33;49.56	4.55;7.04;11.99	49.44	7.86	NA	NA	Up	2.65	2.52424859505359e-09	5.31346665978693e-06	121208021	121208220	3.34	2.10588916829034e-09	2.83803612550697e-06
chr4	121305901	121306120	220	5.87;6.88	0.91;0.59;0.00	6.38	0.50	NA	NA	Up	3.68	6.52973999619158e-05	0.00553168596158744	121305921	121306120	inf	5.07422726565143e-05	0.00420768700789487
chr4	121991801	121992180	380	15.27;15.14	2.73;1.76;0.00	15.21	1.50	NA	NA	Up	3.34	6.05605347789882e-09	5.34212521823188e-06	121991841	121992040	4.11	1.70662392480116e-08	5.0801693006592e-06
chr4	121992421	121992900	480	18.79;39.92	2.73;1.76;3.27	29.36	2.59	NA	NA	Up	3.50	1.86098071286191e-07	4.4205869694346e-05	121992641	121992840	3.86	5.68636541886064e-08	1.30853260210825e-05
chr4	122435641	122435860	220	24.67;30.28	11.83;11.15;7.63	27.47	10.20	NA	NA	Up	1.43	1.20823230357807e-05	0.00150256163988949	122435661	122435860	1.41	4.77073362471043e-05	0.00408339072316476
chr4	122457521	122457720	200	5.87;6.88	0.00;1.17;1.09	6.38	0.75	NA	NA	Up	3.08	8.44705897519071e-05	0.00660323632746257	122457521	122457720	3.08	8.44705897519071e-05	0.00617401522221992
chr4	124319481	124319800	320	29.36;30.28	3.64;2.93;16.35	29.82	7.64	NA	NA	Up	1.96	2.58217396165789e-05	0.00276921435060314	124319521	124319720	2.80	6.64032368805023e-08	1.49250121454763e-05
chr4	125436821	125437020	200	14.09;11.01	3.64;4.11;1.09	12.55	2.95	NA	NA	Up	2.09	6.34521829004463e-05	0.00546841092971594	125436821	125437020	2.09	6.34521829004463e-05	0.00498540189586178
chr4	126053301	126053680	380	14.09;8.26	0.91;0.59;1.09	11.18	0.86	NA	NA	Up	3.70	2.32431824946129e-07	5.34729501826577e-05	126053361	126053560	4.85	4.53171924176599e-08	1.0798942707423e-05
chr4	126113041	126113340	300	7.05;5.51	0.00;0.00;0.00	6.28	0.00	NA	NA	Up	inf	4.88641671787583e-06	0.000701312717602324	126113061	126113260	inf	4.88641671787583e-06	0.000606480514490076
chr4	126238141	126238620	480	37.59;22.03	9.10;7.04;2.18	29.81	6.11	NA	NA	Up	2.29	8.35120624717888e-08	2.41239495727791e-05	126238301	126238500	2.26	8.74447020427193e-08	1.89800637778295e-05
chr4	126238681	126239220	540	35.24;44.05	3.64;2.35;3.27	39.64	3.09	NA	NA	Up	3.68	5.5677017072597e-08	1.83623579003901e-05	126238781	126238980	4.05	2.90041981821736e-09	2.83803612550697e-06
chr4	126672341	126672580	240	29.36;19.27	7.28;9.39;11.99	24.32	9.55	NA	NA	Up	1.35	9.96443651119298e-05	0.00756387030713058	126672381	126672580	1.43	4.72048856846727e-05	0.00404269570986755
chr4	127405681	127405920	240	3.52;8.26	0.91;0.00;0.00	5.89	0.30	NA	NA	Up	4.28	9.71937436027188e-05	0.00740286716270173	127405701	127405900	inf	1.34986145877834e-05	0.00141825135392554
chr4	127877721	127878080	360	14.09;6.88	0.91;0.00;1.09	10.49	0.67	NA	NA	Up	3.98	8.27181118055013e-08	2.39562264879802e-05	127877841	127878040	4.68	2.56213178433159e-07	4.81742442502309e-05
chr4	128178141	128178520	380	11.75;9.64	0.91;1.17;1.09	10.69	1.06	NA	NA	Up	3.34	8.86133607343957e-07	0.000166301195745155	128178201	128178400	3.63	4.04319609162717e-08	9.90813546535713e-06
chr4	128918621	128918980	360	21.14;16.52	0.91;1.17;7.63	18.83	3.24	NA	NA	Up	2.54	6.32694526650555e-08	1.98255834027834e-05	128918661	128918860	3.37	1.63658361212921e-08	4.92553550713911e-06
chr4	129542061	129542300	240	5.87;5.51	0.00;0.00;0.00	5.69	0.00	NA	NA	Up	inf	1.5710516740983e-05	0.00183432723010283	129542061	129542260	inf	5.07411288493241e-05	0.00420768700789487
chr4	130213401	130213640	240	12.92;11.01	1.82;3.52;3.27	11.97	2.87	NA	NA	Up	2.06	5.42762263067817e-05	0.00482109108943361	130213401	130213600	2.06	5.42762263067817e-05	0.00437415487631125
chr4	130615121	130615320	200	3.52;6.88	0.00;0.00;0.00	5.20	0.00	NA	NA	Up	inf	5.23824962373759e-05	0.00473624542947238	130615121	130615320	inf	5.23824962373759e-05	0.00428942982291838
chr4	131681101	131681320	220	8.22;11.01	2.73;0.59;1.09	9.62	1.47	NA	NA	Up	2.71	4.85488016431502e-06	0.000701312717602324	131681101	131681300	2.71	4.85488016431502e-06	0.000606480514490076
chr4	132223401	132223600	200	8.22;11.01	1.82;1.76;2.18	9.62	1.92	NA	NA	Up	2.32	7.68416998258038e-05	0.00623609820323686	132223401	132223600	2.32	7.68416998258038e-05	0.00578562333093399
chr4	132300501	132300800	300	7.05;12.39	2.73;1.76;1.09	9.72	1.86	NA	NA	Up	2.39	0.000111856536656896	0.00842044273045796	132300561	132300760	3.06	4.45588397125891e-06	0.000574677018229831
chr4	133462561	133462980	420	18.79;17.90	0.91;0.00;1.09	18.34	0.67	NA	NA	Up	4.78	9.10251123131705e-09	5.80310636198965e-06	133462661	133462860	inf	3.24038406092938e-09	2.83803612550697e-06
chr4	133513581	133513780	200	21.14;11.01	3.64;2.93;8.72	16.08	5.10	NA	NA	Up	1.66	3.77698138673341e-05	0.00372915788683611	133513581	133513780	1.66	3.77698138673341e-05	0.00335060803913516
chr4	133658701	133658900	200	7.05;5.51	0.91;0.59;1.09	6.28	0.86	NA	NA	Up	2.86	8.4470686191923e-05	0.00660323632746257	133658701	133658900	2.86	8.4470686191923e-05	0.00617401522221992
chr4	133690581	133690780	200	5.87;4.13	0.00;0.00;0.00	5.00	0.00	NA	NA	Up	inf	5.07411288493241e-05	0.00465021738687474	133690581	133690780	inf	5.07411288493241e-05	0.00420768700789487
chr4	133739281	133739760	480	32.89;39.92	5.46;7.04;5.45	36.40	5.98	NA	NA	Up	2.60	2.93155458834608e-09	5.31346665978693e-06	133739361	133739560	2.65	3.3772600376826e-09	2.83803612550697e-06
chr4	133927921	133928160	240	8.22;9.64	1.82;2.35;0.00	8.93	1.39	NA	NA	Up	2.68	3.74358936792247e-05	0.00370306903795717	133927941	133928140	2.90	2.37468351439512e-05	0.00227716369148008
chr4	134023801	134024180	380	21.14;8.26	2.73;1.17;2.18	14.70	2.03	NA	NA	Up	2.86	1.28826222830804e-07	3.33721952827322e-05	134023861	134024060	3.04	9.41759658211889e-08	2.02164181597309e-05
chr4	134067081	134067440	360	7.05;16.52	0.00;1.17;5.45	11.78	2.21	NA	NA	Up	2.42	5.67160105685382e-05	0.00498020456050756	134067081	134067280	2.65	1.89555423221438e-05	0.00186806287360961
chr4	134067801	134068200	400	109.23;97.74	51.89;47.54;32.70	103.48	44.04	NA	NA	Up	1.23	8.68279053879308e-09	5.72719286450102e-06	134067881	134068080	1.24	8.17822702999617e-09	3.11056199025441e-06
chr4	134530381	134530760	380	10.57;15.14	0.91;2.93;0.00	12.86	1.28	NA	NA	Up	3.33	2.64598737596587e-07	5.93829501082398e-05	134530461	134530660	4.80	2.76206003045266e-08	7.28959085810232e-06
chr4	135451381	135451740	360	19.97;6.88	1.82;1.17;3.27	13.42	2.09	NA	NA	Up	2.68	2.82738538553121e-07	6.29040033498797e-05	135451461	135451660	3.46	3.07885832712587e-08	7.92796674210775e-06
chr4	135841281	135841680	400	9.40;20.65	4.55;0.00;0.00	15.02	1.52	NA	NA	Up	3.31	7.28744489117995e-08	2.18156862842164e-05	135841401	135841600	3.56	5.80374987855183e-08	1.33281365341092e-05
chr4	136785501	136785860	360	12.92;15.14	3.64;2.93;0.00	14.03	2.19	NA	NA	Up	2.68	1.55221094792557e-06	0.000267478525542971	136785621	136785820	2.68	3.11351582585428e-06	0.000425913735379114
chr4	136798101	136798460	360	9.40;8.26	0.00;1.17;0.00	8.83	0.39	NA	NA	Up	4.50	4.53839109839159e-07	9.45984978325275e-05	136798161	136798360	5.50	4.02526900240779e-07	7.24304947926806e-05
chr4	137071261	137071600	340	15.27;8.26	0.91;2.93;3.27	11.76	2.37	NA	NA	Up	2.31	3.99626448229918e-05	0.00391383417567148	137071341	137071540	2.71	4.62062145195137e-06	0.000587886882790344
chr4	137322041	137322240	200	15.27;13.77	7.28;1.76;3.27	14.52	4.10	NA	NA	Up	1.82	7.23783812071138e-05	0.00596871835234677	137322041	137322240	1.82	7.23783812071138e-05	0.00550298051205701
chr4	137642081	137642420	340	16.44;13.77	1.82;5.28;3.27	15.10	3.46	NA	NA	Up	2.13	1.31620355699614e-05	0.00160375494449549	137642081	137642280	3.02	2.37447758423849e-05	0.00227716369148008
chr4	137776081	137776380	300	11.75;17.90	4.55;2.93;5.45	14.82	4.31	NA	NA	Up	1.78	9.14936337225422e-05	0.00705787044221396	137776101	137776300	2.10	6.95335391407164e-05	0.00531864379392913
chr4	137990681	137991040	360	32.89;20.65	10.01;7.04;10.90	26.77	9.32	NA	NA	Up	1.52	2.81875115138483e-06	0.000444656668592889	137990721	137990920	1.54	4.82046003574912e-06	0.000606480514490076
chr4	138101641	138101840	200	18.79;26.15	8.19;7.63;7.63	22.47	7.82	NA	NA	Up	1.52	4.50308685867126e-05	0.00429046417330175	138101641	138101840	1.52	4.50308685867126e-05	0.00386831006789656
chr4	138136921	138137160	240	5.87;6.88	0.00;0.59;1.09	6.38	0.56	NA	NA	Up	3.51	6.52985865908566e-05	0.00553168596158744	138136921	138137120	inf	5.07411288493241e-05	0.00420768700789487
chr4	138902501	138902780	280	19.97;11.01	2.73;4.69;6.54	15.49	4.66	NA	NA	Up	1.73	6.66620162745971e-05	0.00561272310391342	138902561	138902760	2.17	4.73889385231352e-06	0.000601826791086736
chr4	139474261	139474500	240	35.24;15.14	6.37;9.39;14.17	25.19	9.98	NA	NA	Up	1.34	1.9720663265491e-05	0.002204109199277	139474261	139474460	1.35	5.5958801677978e-05	0.0044761827104715
chr4	139481501	139482000	500	41.11;39.92	0.91;0.59;1.09	40.51	0.86	NA	NA	Up	5.55	1.42889677862046e-09	5.31346665978693e-06	139481621	139481820	6.04	2.0811936557413e-09	2.83803612550697e-06
chr4	139607321	139607680	360	12.92;12.39	3.64;1.17;1.09	12.65	1.97	NA	NA	Up	2.68	2.09933954198441e-06	0.000347139769162843	139607361	139607560	3.72	1.9533473080345e-08	5.57913355851174e-06
chr4	139753321	139753520	200	7.05;8.26	0.00;1.17;2.18	7.65	1.12	NA	NA	Up	2.78	4.49225715795763e-05	0.00428189077566941	139753321	139753520	2.78	4.49225715795763e-05	0.00386013047166831
chr4	140036421	140036740	320	7.05;11.01	0.00;0.00;0.00	9.03	0.00	NA	NA	Up	inf	6.21452928737245e-08	1.95963587457366e-05	140036501	140036700	inf	1.33412877925985e-07	2.73656450105932e-05
chr4	140655861	140656400	540	48.16;63.32	0.91;0.59;1.09	55.74	0.86	NA	NA	Up	6.01	3.94862794749037e-06	0.000598913460550136	140656141	140656340	inf	2.99377834771751e-09	2.83803612550697e-06
chr4	140754781	140755000	220	8.22;6.88	0.00;1.17;3.27	7.55	1.48	NA	NA	Up	2.35	0.000459495914955056	0.0332426981572914	140754801	140755000	2.76	4.49211093441995e-05	0.00386013047166831
chr4	141116961	141117400	440	24.67;15.14	2.73;1.17;2.18	19.90	2.03	NA	NA	Up	3.29	6.16674508236274e-08	1.94875449552898e-05	141117121	141117320	3.27	2.20487614884386e-08	6.13445162503003e-06
chr4	141230381	141230620	240	25.84;23.40	6.37;11.15;8.72	24.62	8.75	NA	NA	Up	1.49	1.60091179767739e-05	0.00186516086095917	141230381	141230580	1.58	9.46703197832159e-06	0.0010807947693254
chr4	141347861	141348320	460	17.62;19.27	0.91;1.76;2.18	18.44	1.62	NA	NA	Up	3.51	6.47978011385623e-09	5.34946367652056e-06	141348021	141348220	4.06	6.02385639316869e-09	2.84676806030431e-06
chr4	141563041	141563480	440	22.32;17.90	5.46;1.76;5.45	20.11	4.22	NA	NA	Up	2.25	1.70336286881254e-08	8.10521944237788e-06	141563141	141563340	2.21	1.35934741431726e-07	2.77295452027004e-05
chr4	142054501	142054980	480	49.33;49.56	1.82;6.46;5.45	49.44	4.58	NA	NA	Up	3.43	1.03980951438856e-09	5.31346665978693e-06	142054581	142054780	3.50	9.89802083467779e-10	2.83803612550697e-06
chr4	144175641	144175980	340	29.36;23.40	6.37;3.52;11.99	26.38	7.29	NA	NA	Up	1.85	7.71334473911703e-08	2.27471720872129e-05	144175741	144175940	2.20	8.71304345703749e-08	1.8925568829521e-05
chr4	144208801	144209080	280	12.92;19.27	0.91;6.46;5.45	16.10	4.27	NA	NA	Up	1.91	5.62151823667356e-05	0.00494650725239796	144208841	144209040	2.12	2.57512935905263e-05	0.00245171909543911
chr4	144480041	144480440	400	42.28;41.30	10.92;10.56;2.18	41.79	7.89	NA	NA	Up	2.41	9.01708167924485e-10	5.31346665978693e-06	144480101	144480300	2.61	6.97032237945602e-10	2.83803612550697e-06
chr4	145567601	145567920	320	7.05;12.39	0.91;1.17;0.00	9.72	0.69	NA	NA	Up	3.81	2.65743680735969e-06	0.000425179950411218	145567621	145567820	3.59	4.48612957487339e-06	0.000574677018229831
chr4	146101541	146101920	380	21.14;17.90	2.73;5.28;6.54	19.52	4.85	NA	NA	Up	2.01	1.20418770159061e-06	0.000218152236976663	146101561	146101760	2.11	4.42359943465338e-06	0.000574677018229831
chr4	146813121	146813540	420	34.06;33.04	6.37;4.69;10.90	33.55	7.32	NA	NA	Up	2.20	9.63877416556869e-09	5.93069659567402e-06	146813261	146813460	2.30	6.8543185911729e-09	2.95404354882041e-06
chr4	147045141	147045460	320	17.62;13.77	3.64;4.11;5.45	15.69	4.40	NA	NA	Up	1.83	3.1069071759239e-05	0.00320383397819024	147045161	147045360	3.50	4.808036202781e-07	8.30433936953211e-05
chr4	147558141	147558380	240	8.22;6.88	1.82;0.00;2.18	7.55	1.33	NA	NA	Up	2.50	4.49245560113203e-05	0.00428189077566941	147558161	147558360	4.26	1.20738583559553e-05	0.00129351972121409
chr4	148214281	148214480	200	7.05;8.26	0.91;0.59;2.18	7.65	1.23	NA	NA	Up	2.64	4.49244271016844e-05	0.00428189077566941	148214281	148214480	2.64	4.49244271016844e-05	0.00386013047166831
chr4	148989201	148989580	380	8.22;16.52	0.00;0.00;1.09	12.37	0.36	NA	NA	Up	5.09	3.06560897038672e-08	1.20581380087874e-05	148989261	148989460	inf	1.2939608246965e-08	4.1531519533048e-06
chr4	149366441	149366680	240	5.87;6.88	0.00;0.59;2.18	6.38	0.92	NA	NA	Up	2.79	8.44732919314686e-05	0.00660323632746257	149366441	149366640	2.79	8.44732919314686e-05	0.00617401522221992
chr4	149972081	149972280	200	10.57;6.88	0.91;2.35;1.09	8.73	1.45	NA	NA	Up	2.59	4.08868170752622e-05	0.00398782519132092	149972081	149972280	2.59	4.08868170752622e-05	0.00358547103517173
chr4	150716361	150716680	320	10.57;6.88	2.73;0.00;2.18	8.73	1.64	NA	NA	Up	2.41	2.47123069081412e-05	0.00266702187904584	150716381	150716580	3.07	4.48718868356878e-06	0.000574677018229831
chr4	151138561	151138760	200	7.05;9.64	1.82;0.00;2.18	8.34	1.33	NA	NA	Up	2.65	7.09313122774187e-05	0.00586896582775787	151138561	151138760	2.65	7.09313122774187e-05	0.00540439329933637
chr4	152498961	152499340	380	10.57;13.77	1.82;2.35;1.09	12.17	1.75	NA	NA	Up	2.80	1.39229223400291e-06	0.000244632525893077	152498981	152499180	3.62	2.70992575497112e-06	0.000377126760485139
chr4	152567461	152567740	280	19.97;20.65	7.28;7.04;8.72	20.31	7.68	NA	NA	Up	1.40	9.49836784396982e-05	0.00727090508290538	152567541	152567740	1.50	6.17299614996801e-05	0.00486891142073056
chr4	152570601	152571000	400	18.79;19.27	3.64;1.17;4.36	19.03	3.06	NA	NA	Up	2.64	9.20999415741687e-09	5.81643387452899e-06	152570681	152570880	3.71	1.02930146123221e-08	3.52584995643887e-06
chr4	152986741	152987100	360	5.87;13.77	1.82;0.00;0.00	9.82	0.61	NA	NA	Up	4.02	1.294406853815e-06	0.000230407754096188	152986801	152987000	inf	4.14506057781948e-07	7.39443085155062e-05
chr4	153077701	153077900	200	8.22;4.13	0.00;0.59;1.09	6.18	0.56	NA	NA	Up	3.47	9.98911830150761e-05	0.00757236866980855	153077701	153077900	3.47	9.98911830150761e-05	0.00716087943711308
chr4	154003241	154003520	280	15.27;5.51	3.64;1.17;2.18	10.39	2.33	NA	NA	Up	2.16	5.97807324479067e-05	0.00520606384604672	154003321	154003520	2.58	8.84888506384991e-06	0.00102075661463488
chr4	154008701	154009100	400	18.79;9.64	0.00;1.17;1.09	14.21	0.75	NA	NA	Up	4.24	2.8507545563139e-08	1.14588726064731e-05	154008781	154008980	4.47	2.84139699449048e-08	7.45735141838551e-06
chr4	154216141	154216620	480	28.19;22.03	3.64;3.52;8.72	25.11	5.29	NA	NA	Up	2.25	8.8477804948813e-09	5.78621127546028e-06	154216281	154216480	2.44	6.7769415379568e-09	2.95046184519345e-06
chr4	154387341	154387600	260	5.87;8.26	0.00;1.17;1.09	7.07	0.75	NA	NA	Up	3.23	0.000143610250145018	0.0106411236238698	154387361	154387560	3.66	1.03710782966176e-05	0.00113456017782332
chr4	154712081	154712460	380	11.75;11.01	1.82;0.00;0.00	11.38	0.61	NA	NA	Up	4.23	9.68744523039446e-09	5.93069659567402e-06	154712181	154712380	4.88	4.05501968651284e-07	7.25975394768776e-05
chr4	154714001	154714400	400	16.44;28.91	1.82;2.93;3.27	22.68	2.67	NA	NA	Up	3.08	1.29465689840508e-07	3.34992099577262e-05	154714161	154714360	6.40	1.85526709387268e-08	5.38598484111683e-06
chr4	155254341	155254680	340	8.22;9.64	0.91;1.17;0.00	8.93	0.69	NA	NA	Up	3.68	8.63214053222165e-06	0.00114409849341086	155254401	155254600	4.05	3.22381898215556e-06	0.000435905736277706
chr4	155269921	155270260	340	32.89;31.66	8.19;7.63;18.53	32.27	11.45	NA	NA	Up	1.49	2.83056685052259e-05	0.00296896884600774	155270041	155270240	2.57	1.64020737529027e-07	3.27960797152436e-05
chr4	155337421	155337660	240	15.27;20.65	2.73;4.11;10.90	17.96	5.91	NA	NA	Up	1.60	0.00107568704998721	0.077285241225245	155337461	155337660	1.90	2.87135531245695e-05	0.00267430656022289
chr4	155444501	155444840	340	10.57;8.26	1.82;0.59;1.09	9.42	1.17	NA	NA	Up	3.01	2.71197894038809e-06	0.000430746722677433	155444541	155444740	inf	4.88641671787583e-06	0.000606480514490076
